Date,Close,High,Low,Open,Volume
,QQQ,QQQ,QQQ,QQQ,QQQ
2020-10-26,272.03350830078125,276.7182096470231,268.4351127971686,273.8860593572563,38421100
2020-10-27,274.15771484375,274.98215313683676,271.77171885166905,273.0326035825386,30559100
2020-10-28,263.4690856933594,270.2585257625643,263.2168970189138,269.64747142039835,53413500
2020-10-29,268.07635498046875,271.0830850052984,264.3227375888688,264.7883101086615,43246300
2020-10-30,261.2771301269531,266.9608487678682,259.0366166449959,266.0879264345736,65838300
2020-11-02,261.859130859375,265.2926279027856,258.9396608651883,263.67287734493533,39987400
2020-11-03,266.38861083984375,268.493350964964,262.69321677651993,263.77952280253584,43604100
2020-11-04,278.27978515625,280.0838223714743,273.3913794639958,275.05964325423105,75728200
2020-11-05,285.53485107421875,286.5047713733675,283.2167273514363,284.7007042251492,52054200
2020-11-06,285.7481994628906,286.47563967283946,281.11198170880135,284.8752771308756,40959800
2020-11-09,279.9093017578125,290.1419788994685,279.4534380231656,288.69677749409635,86537100
2020-11-10,274.8948669433594,278.03739972925734,272.1790719237779,276.5922277307391,69024900
2020-11-11,281.0442199707031,281.51947162231846,274.8561214227025,277.4264052522999,36102900
2020-11-12,279.7249755859375,283.28459569065063,278.609573292505,282.01400261558,34414600
2020-11-13,282.1789245605469,282.79968780168974,279.2109706129312,281.44180521121535,24806900
2020-11-16,284.380615234375,284.6812881292035,281.2671500723911,281.87820453595083,30168400
2020-11-17,283.4786376953125,284.9044219328993,282.8384866499038,284.5746525336809,21843500
2020-11-18,281.3836364746094,284.5455869386125,281.2963471770887,282.9258361963525,28069600
2020-11-19,283.5853271484375,283.89570877581605,280.1615093703999,280.83075680460064,22718400
2020-11-20,281.6454162597656,284.25450381610545,281.55812699872547,283.50764636118333,25907300
2020-11-23,281.6551818847656,283.94417968052124,279.4049595909037,282.64448997620957,26875600
2020-11-24,285.61248779296875,286.1071567146077,280.9180761746602,282.7221140777269,24516800
2020-11-25,287.3680114746094,288.00816248287106,285.72884365033815,286.679376286779,23326800
2020-11-27,290.0158996582031,291.1410108407256,288.93927265439135,289.33694355852936,17163100
2020-11-30,290.6074523925781,290.94693034372335,285.9130427127646,290.33587595158434,27836200
2020-12-01,294.3320007324219,295.9614893032457,291.78110565270316,292.88682898291864,27521300
2020-12-02,294.7102966308594,295.0497746644868,291.31557549382376,293.1584181911478,23620000
2020-12-03,295.12738037109375,296.6792589428129,294.3999400655649,295.0207033341013,22828700
2020-12-04,296.33001708984375,296.4755288035832,294.4968832526596,295.175809651773,19332100
2020-12-07,298.0080871582031,298.37666170088085,296.3301139611378,296.51440123247664,20851000
2020-12-08,299.0166931152344,299.317365995559,295.77716334686204,297.53271646086597,18341500
2020-12-09,292.2466735839844,299.0845996335578,291.1797553692577,298.8033440675616,48839300
2020-12-10,293.4202575683594,294.5453685880513,289.12351804978516,290.2098239723522,27519500
2020-12-11,292.77044677734375,292.89654115155156,289.4921114464137,291.76172138329946,26760400
2020-12-14,294.89453125,296.8440506274389,293.8955146776006,293.963386592522,28804800
2020-12-15,298.046875,298.046875,294.9625053529155,297.15453512734126,25709000
2020-12-16,299.68597412109375,300.4716071677364,297.3969469040032,298.4444773659384,25461900
2020-12-17,301.64520263671875,301.87797402861224,300.08364521673735,301.28633687434376,23730500
2020-12-18,300.73345947265625,302.59571930914933,298.35714310623587,302.2853377364645,41173400
2020-12-21,300.1708984375,300.70530968561974,295.0015623349739,297.78054827043013,37095500
2020-12-22,300.9871826171875,301.9102595258651,298.1595942389242,301.07463013569725,26176300
2020-12-23,299.4712219238281,301.3951257099304,299.31574985923913,301.0356095338715,21201300
2020-12-24,300.79266357421875,301.239627187365,299.6558168283287,299.7335380271648,16785000
2020-12-28,303.82440185546875,304.3005444464445,301.5701007997822,303.4065872508198,22497700
2020-12-29,304.096435546875,305.7774496980875,303.1927818355016,305.15556134621625,25871900
2020-12-30,304.10614013671875,305.5830803872062,303.4842518291872,305.2624396152561,18138100
2020-12-31,304.85430908203125,305.34014818219555,302.9304052234706,304.0089537922679,21611400
2021-01-04,300.5498352050781,306.3604825512733,296.5367987797349,306.1855579076332,45305900
2021-01-05,303.027587890625,303.2996862884848,299.5587188104118,299.5587188104118,29323400
2021-01-06,298.8299865722656,303.0470673140908,297.31417062463345,298.3052719278478,52809600
2021-01-07,306.0592041015625,306.89483310358713,301.46315563063246,301.4923047899295,30394800
2021-01-08,309.99456787109375,310.3443875250699,306.15642621705047,308.3524289545988,33955800
2021-01-11,305.51519775390625,308.2067367945107,304.86416004596754,307.0310139941435,32746400
2021-01-12,305.0293273925781,306.64228760571433,302.3863606896952,305.55401243157564,29266800
2021-01-13,307.08929443359375,307.8860483008099,304.68924725093456,305.29168320189524,22898400
2021-01-14,305.44708251953125,308.537012426932,304.97093998365733,307.5361849542858,23500100
2021-01-15,303.027587890625,306.1952687159274,301.7838408220294,305.2333166642086,35118700
2021-01-19,307.4487609863281,307.9540230707426,304.2519308006086,305.34993211886086,24537000
2021-01-20,314.6003112792969,315.54284053256134,307.5459461163159,311.07314352444246,30728100
2021-01-21,317.1169128417969,317.86512410401656,314.56142384501385,315.94119041251076,25130600
2021-01-22,316.2035827636719,317.21410690070263,315.5136697825064,316.0772598332255,21609400
2021-01-25,318.8173828125,320.96481340814444,312.307155381188,319.59474331768956,39080600
2021-01-26,319.2838134765625,320.42069029323125,317.95261876480964,319.5364593587717,25498100
2021-01-27,310.38330078125,317.02957911880424,308.37191888016315,317.0198824966362,55264000
2021-01-28,312.2196960449219,317.17526158448135,310.96622266445956,311.5881110450291,42836300
2021-01-29,305.6511535644531,311.63669603615364,303.9021443147301,310.5289684322634,55259000
2021-02-01,313.2886047363281,314.37687994556484,307.069838420789,309.10064299039595,35646000
2021-02-02,318.3995361328125,319.5558356744679,316.0966633214835,316.261861678835,33930800
2021-02-03,317.13641357421875,320.84823232691764,317.07811524015733,320.47898977568013,24824500
2021-02-04,320.8870544433594,320.97450193800086,317.21411140206624,318.5356094009459,22350900
2021-02-05,321.9753112792969,322.9858650268445,320.19715301550707,321.8392917352962,22732000
2021-02-08,324.13238525390625,324.28785731678926,322.0238602675705,323.6659987185212,20462800
2021-02-09,324.0644836425781,325.32765374402766,323.1899493303581,323.1996756037342,17597500
2021-02-10,323.32598876953125,325.9592289401402,320.1680339581083,325.5025389043574,28068700
2021-02-11,325.10406494140625,325.51218281505834,322.71374497648424,324.861145401992,22046100
2021-02-12,326.9212646484375,327.08643339844696,323.20944541797354,324.25884521942504,20346800
2021-02-16,326.0370178222656,328.61195996106966,324.87099174082323,327.7180026781938,27080800
2021-02-17,324.4725341796875,326.15354834794044,320.81904386184914,323.053892135845,31360300
2021-02-18,323.0539245605469,324.41426841400585,319.06031084605536,320.87737439501245,32236200
2021-02-19,321.64495849609375,324.5308443974643,320.6247080843372,324.40452146675216,39157700
2021-02-22,313.3079528808594,318.51613432625743,313.10390874112846,317.2529643997557,47256900
2021-02-23,312.3752136230469,314.04650182258564,302.19201230803463,308.02208328503855,97241900
2021-02-24,314.9501647949219,315.2611090394534,307.0115382047302,309.7128033158876,58206300
2021-02-25,303.97015380859375,314.8529642147597,302.4251886449934,312.28774854888815,110182600
2021-02-26,305.2431335449219,310.07234778159307,302.0754517793243,306.90469566927345,104739800
2021-03-01,314.4254150390625,314.76550841527796,308.93543791994523,310.2277571656376,49164500
2021-03-02,309.38238525390625,315.1444308372609,309.1297690434191,315.06670961555807,48370000
2021-03-03,300.4040832519531,309.22690965210626,300.34578492301915,308.28438046331416,86301100
2021-03-04,295.4873962402344,303.20252481788265,291.6103794060493,300.03484386415596,139131600
2021-03-05,299.93768310546875,300.8413369058363,289.02575358934234,298.11092295852904,121523700
2021-03-08,291.4452209472656,301.27860158641573,291.02740635308436,299.3935431228174,88409800
2021-03-09,302.9400939941406,304.8446045678028,298.2274785672313,298.76188970226286,80391100
2021-03-10,302.0753479003906,307.5070259176589,301.38546462571725,307.2058080236493,76798100
2021-03-11,309.0325927734375,310.80102484560626,305.9329364442492,306.826863926309,53484800
2021-03-12,306.5256042480469,309.21717190668676,302.57089641274695,304.97091315895346,69315600
2021-03-15,309.80023193359375,309.9654303200761,305.20421177246004,306.84635075049283,42955700
2021-03-16,311.5006103515625,315.01811063838596,310.062545473423,311.99617576403915,54925900
2021-03-17,312.78326416015625,314.67804885985254,306.7394234587572,308.4593131670796,78258700
2021-03-18,303.2025146484375,308.87711254196756,302.7458246468267,307.8957079388046,82718100
2021-03-19,304.2713928222656,305.8163579422789,300.88994126604837,303.03734225827503,78446200
2021-03-22,309.9773864746094,312.04967980221437,306.6695139328906,306.6695139328906,56194800
2021-03-23,308.62518310546875,312.39032385026144,307.80794578565343,311.0671861964831,53455400
2021-03-24,303.42010498046875,310.0358817527099,303.2741750592507,309.99695721014285,64803700
2021-03-25,302.89471435546875,304.4124745420832,299.06149326560285,301.5715768731963,78729000
2021-03-26,307.43817138671875,307.7592171726666,301.27969196684586,302.6806487235229,63519600
2021-03-29,307.3506774902344,308.4014026993709,304.00387913412686,306.90314913178076,54608000
2021-03-30,305.8037109375,306.3777217079324,303.09903441898047,305.3853686339055,44635700
2021-03-31,310.4834289550781,312.04979302261273,307.2533746123098,307.59389757634335,55032500
2021-04-01,315.7759704589844,315.91216180067795,314.06364714131456,314.3166120925309,55685600
2021-04-05,322.0804138183594,322.84901761975146,318.0234137554005,318.2666401756502,42172500
2021-04-06,321.856689453125,323.8122098337646,321.07834703358037,321.7691314979376,33537200
2021-04-07,322.63494873046875,323.4716629815184,320.4459111412636,321.3798921992555,32046400
2021-04-08,326.0011901855469,326.1860446218569,324.6975002652227,325.4952899702743,29940800
2021-04-09,327.9761962890625,328.1805278447033,323.8997490942338,324.63913716893916,36664900
2021-04-12,327.5481262207031,327.9664684835225,325.6606870690051,326.93519097062205,25833000
2021-04-13,331.3716125488281,331.83858817734085,328.86149978269617,329.07554017600415,30374000
2021-04-14,327.39251708984375,331.741406895707,326.57527983856613,331.61492440014143,42564300
2021-04-15,332.3542785644531,332.743464569678,327.1103326492245,330.2722759519733,36342800
2021-04-16,332.74346923828125,332.95750966786864,330.8657387779686,332.8796605894419,40860100
2021-04-19,329.6982421875,332.3250693951394,327.7718784826539,331.1673390897639,34533100
2021-04-20,327.295166015625,330.32088808353404,325.3201688982717,329.0366752974596,38081800
2021-04-21,330.0971984863281,330.28205295310937,324.92133279790824,326.01098248163305,36598100
2021-04-22,326.11798095703125,330.6906196303043,324.9602208753113,329.7080051279572,45936100
2021-04-23,330.22357177734375,331.5369703459741,326.7502922910538,326.7502922910538,36381900
2021-04-26,332.3737487792969,332.65589972001055,329.71770577146503,330.46686209431977,30812000
2021-04-27,330.933837890625,332.879649114078,329.98040939319577,332.66560869186924,33187200
2021-04-28,329.8150634765625,331.61494512984575,329.16320353202457,330.6031147927969,33615700
2021-04-29,331.001953125,333.5120365750974,327.77189932227594,333.0936942818684,37708900
2021-04-30,328.8323669433594,331.04088174272067,327.9178332687798,328.5502456857834,38263400
2021-05-03,327.0811767578125,330.78794518001274,326.6336484395017,330.03881846341363,29729700
2021-05-04,321.1950378417969,324.8434334874728,317.37149664018153,324.52235804385026,65147000
2021-05-05,320.11517333984375,324.11383135662226,319.3368606268205,323.2479309994616,46219300
2021-05-06,322.5279235839844,322.68359203255534,317.60502394946934,319.8524333612818,46814300
2021-05-07,325.14508056640625,327.5286815978448,322.7030778804188,325.31045790033477,53324500
2021-05-10,316.9337158203125,323.93861784103126,316.7293842811351,323.7635019709254,60700500
2021-05-11,316.4958801269531,317.29366974835085,310.37629632881755,311.0378946218434,71963600
2021-05-12,308.30401611328125,313.8787452278169,307.43811602861825,311.553516688166,91164900
2021-05-13,310.6876525878906,313.66474117468397,308.3137606873373,311.25195442972364,69877800
2021-05-14,317.5466613769531,318.46116529191266,313.35341107944174,313.85934097492924,44370000
2021-05-17,315.620361328125,317.52724830530997,312.74056859043566,315.83440178306506,39395000
2021-05-18,313.48968505859375,317.79965031053763,313.2172726422136,316.5738092821899,36528500
2021-05-19,313.8496398925781,314.15123827825875,307.7300548491621,308.0803163333002,66319100
2021-05-20,319.9206237792969,320.77678569437313,315.1144961028114,315.33824545057166,46466100
2021-05-21,318.14990234375,321.89556553482396,317.7899319853954,321.4772232097484,50330400
2021-05-24,323.5008544921875,324.62942856480254,318.04283857061887,320.4459166194795,32475800
2021-05-25,323.9483642578125,325.738506918457,322.7711568481315,325.01856630785034,31280300
2021-05-26,325.0769958496094,325.54397159727523,323.9289742156288,324.6197289695356,25444900
2021-05-27,323.8608703613281,325.47589746697537,323.6565684675151,324.6294742161657,27931700
2021-05-28,324.8823547363281,326.4779341466022,324.5613089573312,325.06720917265795,29927400
2021-06-01,323.8024597167969,326.69199063279353,322.4501066361482,326.2152466832024,31145400
2021-06-02,324.4348449707031,325.28126812701936,322.7128126764986,324.2208045422661,22047900
2021-06-03,321.058837890625,322.86842799809847,319.38543912368743,321.5939240774874,37057800
2021-06-04,326.507080078125,326.95460827874166,322.79057407507383,322.85868458341423,38736500
2021-06-07,327.4800109863281,327.5383829435211,325.2812349629894,325.971989583587,32611900
2021-06-08,327.6357116699219,330.0971617427968,325.95257423000766,329.2312614747085,27282800
2021-06-09,327.7135314941406,329.7858252532999,327.5286770476892,329.0075126193008,21485300
2021-06-10,331.12847900390625,331.23548438519754,327.60656492822005,328.0540932612399,33702100
2021-06-11,331.9943542480469,332.0040928067444,330.48636218631464,331.13819242303975,21222800
2021-06-14,335.1756896972656,335.1853985627614,331.23540453269925,332.4223504529611,27827700
2021-06-15,332.9866943359375,335.13680749008915,332.26672397158904,334.82547055905866,35963800
2021-06-16,331.77056884765625,334.52387880344645,328.30702707091285,333.45367663855956,55399500
2021-06-17,335.9832458496094,336.995076075878,330.71011366128914,330.75874706927146,59722700
2021-06-18,333.3466491699219,335.46757624382246,332.5974928588003,334.3195547661026,55414900
2021-06-21,335.41845703125,335.73990501527265,331.317780709826,333.5385778555924,32992600
2021-06-22,338.5450439453125,338.99309131445335,334.91188600109143,335.21383419824747,28941600
2021-06-23,338.710693359375,339.86007647672517,337.87303809139644,338.4866844843045,27188500
2021-06-24,340.80487060546875,342.33408184340124,340.10356473052383,340.64902155268464,32581600
2021-06-25,340.38604736328125,341.61334019864825,339.7821508014881,341.3698316027529,28682800
2021-06-28,344.52557373046875,344.6619527648442,341.613221447999,341.6716611126856,39130300
2021-06-29,345.77239990234375,345.8016197400771,343.51266309224303,344.35031825737684,29426000
2021-06-30,345.2268981933594,346.006143306796,344.6424717895723,345.6165058874968,32724000
2021-07-01,345.3633117675781,345.8697988480837,343.52237287035,344.8762946699196,29290000
2021-07-02,349.32763671875,349.64905492288284,347.02890056965134,347.26265926356615,32727200
2021-07-06,350.8373718261719,351.1198500599315,347.23343348906945,349.93152717757766,38842400
2021-07-07,351.57769775390625,353.34069748536376,349.6198792694565,353.0387492258435,35265200
2021-07-08,349.4542236328125,350.3113784465743,345.21719883209107,346.50290132757027,50890000
2021-07-09,351.6361083984375,352.1133756611395,348.2854282547968,348.8698547403464,35184500
2021-07-12,353.0094909667969,353.46728823385445,351.4607504169473,353.03871080404883,25717700
2021-07-13,353.0094909667969,355.98028341301904,352.1523361071857,352.62960335735625,39723000
2021-07-14,353.6425476074219,355.99969334860083,352.8146127247129,355.3568273123265,35336400
2021-07-15,351.1587829589844,353.75946723264275,349.15227497712925,353.5549283830806,53391600
2021-07-16,348.31463623046875,352.99973835937095,347.96396846101516,352.0159543042861,47262000
2021-07-19,345.4607849121094,345.95752223031815,342.89906974944813,344.85685863037594,64404600
2021-07-20,349.4737548828125,350.92505639496306,344.6133037899837,346.3958031033874,42183700
2021-07-21,352.1717834472656,352.1717834472656,348.8211036070362,349.04514216167337,30259900
2021-07-22,354.4997253417969,354.5094454697625,352.3763083961614,352.3763083961614,30252200
2021-07-23,358.639404296875,358.9218528127302,354.4705391102674,355.8244311910564,31960800
2021-07-26,358.921875,359.3115124841818,357.08096570545763,357.9478407398788,28438100
2021-07-27,354.96728515625,358.65888318865126,350.80816972038474,358.65888318865126,57933100
2021-07-28,356.3309326171875,357.9088930536969,353.8081875048938,356.1069237662968,42066200
2021-07-29,356.96405029296875,358.1328734519502,355.7659775729783,355.7659775729783,25672500
2021-07-30,355.1036682128906,355.6880946989648,352.9997506981232,353.02897053616863,36484600
2021-08-02,355.13287353515625,357.353670311332,354.4218178715605,356.7692438491458,27334100
2021-08-03,357.2854919433594,357.40237129441437,352.6003896958559,355.7952207670769,35558500
2021-08-04,357.8017272949219,358.75629153288105,356.1361370995005,357.2465206547263,29602200
2021-08-05,360.0711975097656,360.30495618085934,357.908840626664,358.61986649296125,21443900
2021-08-06,358.4932861328125,359.7790184492737,357.38290256871653,358.80498422016655,33332100
2021-08-09,359.1556396484375,359.6815967119485,357.8504373933395,358.9510710652408,25960200
2021-08-10,357.3147277832031,359.9641021847074,356.12640478564975,359.671903793984,35130800
2021-08-11,356.7010498046875,359.0776955890295,355.36662773011113,358.5809583688511,34249800
2021-08-12,357.98675537109375,358.34714323588037,354.84061449375287,356.1945361751535,25969200
2021-08-13,359.2432556152344,359.5744236345813,357.8406441655526,358.33741105715353,19336200
2021-08-16,359.399169921875,359.43810988993465,354.25627024718744,358.1231874265096,34856900
2021-08-17,356.23358154296875,357.6166936273464,353.7984957498843,356.6426593101126,44793900
2021-08-18,352.80487060546875,357.10036440211934,352.4737025901582,355.697752969533,38541900
2021-08-19,354.5094909667969,356.1848310358412,350.6133540364766,350.86661244900046,48499400
